"","Age","Market.Value","New.International.Reputation","New.Weak.Foot","New.Skill.Moves","Position","New.Height..CM.","New.Weight.lbs.","New.LS","New.LW","New.LF","NEW.LAM","New.LM","New.LCM","New.LWB","New.LDM","New.LB","New.LCB","New.Crossing","New.Finishing","New.HeadingAccuracy","New.ShortPassing","New.Volleys","New.Dribbling","New.Curve","New.FKAccuracy","New.LongPassing","New.BallControl","New.Acceleration","New.SpringSpeed","New.Agility","New.Reactions","New.Balance","New.ShotPower","New.Jumping","New.Stamina","New.Strength","New.LongShots","New.Aggression","New.Interceptions","New.Positioning","New.Vision","New.Penalties","New.Composure","New.Markiing","New.StandingTackle","New.SlidingTackle","New.GKDiving","New.GKHandling","New.GKKicking","New.GKPositioning","New.GKReflexes"
"4719",30,2.63905733,1,3,3,"RM",175,163,70,73,72,71,72,63,57,51,54,46,69,63,58,66,52,73,73,46,51,70,89,88,81,67,79,78,51,63,60,64,60,29,70,66,57,63,24,34,32,13,13,11,10,16
"4720",24,3.713572067,1,3,3,"CM",185,187,72,71,72,73,72,75,73,75,73,73,62,67,74,76,63,68,47,43,71,74,62,67,63,76,53,70,74,90,69,65,76,75,72,72,48,67,67,71,66,7,7,14,13,13
"4721",24,4.007333185,1,3,4,"LW",178,154,74,78,78,78,78,74,62,59,58,50,76,68,50,78,57,83,80,68,72,81,78,74,78,72,72,78,58,70,68,79,56,28,75,75,70,76,24,44,40,13,12,10,7,14
"4722",30,2.708050201,1,3,3,"ST",178,161,71,66,68,66,66,63,57,58,56,60,49,71,78,60,70,64,49,43,58,65,73,68,74,66,76,69,93,76,76,66,94,36,73,56,69,68,46,49,38,10,15,15,12,15
"4723",23,0.693147181,1,3,3,"ST",183,174,70,66,67,65,65,60,50,49,47,45,53,72,69,62,52,70,61,51,60,69,64,66,62,64,65,69,70,68,76,65,41,23,66,49,59,62,44,17,18,13,13,7,10,15
"4724",28,3.135494216,1,4,2,"CB",191,185,65,64,64,64,66,68,71,72,71,74,72,54,73,69,53,64,58,57,71,66,47,62,55,67,53,69,62,78,84,65,73,71,54,63,54,65,73,71,72,13,11,8,9,10
"4725",31,0.693147181,1,3,2,"RCB",180,154,53,50,50,51,52,56,62,65,64,69,37,41,65,59,44,30,33,39,59,51,69,75,62,58,57,55,90,78,80,49,74,62,38,48,46,62,69,69,63,16,12,13,11,14
"4726",22,3.17805383,1,3,2,"LCB",191,181,56,60,57,59,62,62,71,71,72,74,62,35,74,66,39,64,32,36,63,65,69,75,65,70,52,36,76,76,81,39,71,71,34,48,44,61,73,74,68,9,14,6,8,7
"4727",34,2.48490665,2,3,2,"CB",188,168,47,38,43,44,42,53,55,66,59,72,19,25,75,57,23,17,23,11,66,59,31,28,44,67,50,62,66,50,78,21,76,67,35,43,44,70,75,70,72,8,6,6,13,15
"4728",31,3.784189634,1,4,2,"LCB",193,190,65,56,60,58,57,63,66,71,68,77,38,53,86,70,36,50,68,76,68,62,49,54,52,71,34,80,86,69,85,67,76,72,55,35,48,56,75,75,71,13,10,6,15,12
"4729",33,4.007333185,2,3,3,"CDM",175,176,62,66,65,68,68,72,74,78,74,76,53,44,50,82,42,70,55,44,70,72,66,68,77,76,73,70,79,87,77,48,90,77,47,63,74,86,76,75,71,7,7,14,15,14
"4730",28,3.17805383,1,2,3,"CAM",168,143,68,74,73,74,74,70,62,59,58,49,74,66,41,72,72,73,74,74,67,71,79,79,82,69,90,72,87,78,38,72,62,42,70,76,79,66,58,32,26,14,7,8,13,13
"4731",27,5.541263545,3,2,2,"LCB",188,183,52,52,51,52,56,59,75,77,79,86,27,10,80,60,16,54,30,10,61,65,80,85,68,85,59,40,86,76,82,12,86,86,25,22,26,79,86,87,89,8,6,8,15,12
"4732",35,2.397895273,1,3,2,"CDM",178,159,60,60,61,62,62,67,68,70,68,71,60,40,65,67,34,58,53,40,66,63,49,52,63,68,70,67,71,74,71,66,73,71,63,62,65,70,70,71,73,8,8,13,10,6
"4733",26,3.433987204,1,3,3,"ST",180,168,74,73,73,70,70,63,54,50,52,45,61,74,73,61,76,73,55,56,52,71,82,83,81,77,77,70,56,59,66,71,44,44,71,55,72,77,10,25,24,7,7,9,8,10
"4734",33,2.833213344,1,4,3,"CDM",173,163,66,67,68,69,68,71,71,73,71,71,57,53,59,73,70,67,58,72,70,74,67,66,75,75,76,72,80,76,64,73,78,67,54,65,60,67,70,73,70,13,16,9,12,7
"4735",31,2.079441542,1,4,2,"CB",185,194,48,45,46,46,47,49,58,61,62,70,40,28,70,50,14,32,32,28,46,47,66,66,57,63,58,54,81,41,79,29,70,68,30,46,30,68,72,69,65,7,13,6,8,6
"4736",27,3.36729583,2,3,4,"RW",178,170,70,76,73,73,74,63,55,47,51,39,74,68,40,71,62,75,69,59,42,75,91,91,80,70,77,65,34,53,65,54,28,20,70,70,58,71,20,28,22,10,8,14,8,6
"4737",28,1.791759469,1,3,2,"LB",180,179,62,64,62,63,65,64,69,68,69,71,65,48,71,66,40,68,59,44,60,62,67,71,69,61,56,52,71,71,82,59,83,71,59,55,49,66,47,76,77,13,11,8,10,12
"4738",28,3.091042453,1,4,3,"LM",180,170,72,73,73,72,73,70,66,65,64,60,68,63,51,70,64,76,66,79,67,73,77,84,62,73,57,86,32,79,79,80,78,54,68,60,61,75,50,53,42,16,7,13,14,12
"4739",25,2.397895273,1,2,3,"LM",185,152,68,70,70,70,71,69,68,67,67,63,66,64,59,72,54,72,65,68,71,68,76,78,67,69,55,70,55,69,60,70,68,62,62,62,53,65,51,62,62,6,10,6,7,10
"4740",34,2.302585093,2,3,2,"CDM",180,176,64,64,64,65,64,68,68,71,67,71,70,61,64,74,59,62,70,71,66,70,32,50,66,69,66,68,68,61,71,62,74,67,60,58,65,70,73,72,68,10,13,16,16,11
"4741",35,2.564949357,1,3,2,"LDM",183,170,61,61,62,64,62,68,66,71,65,70,67,56,61,69,34,58,46,41,66,70,49,29,64,67,58,71,70,73,81,65,77,74,51,66,51,80,67,69,59,6,6,9,12,11
"4742",28,4.17438727,1,3,2,"CB",185,190,53,44,49,50,49,61,64,74,67,77,21,23,81,73,23,34,49,31,68,68,32,35,31,79,32,66,65,71,88,22,81,78,36,35,42,69,61,81,80,12,9,8,13,8
"4743",24,1.791759469,1,3,3,"LM",193,176,69,65,67,65,64,59,48,46,46,44,45,68,72,54,60,68,52,34,49,68,65,75,67,63,46,77,67,69,76,64,54,22,63,62,55,61,20,23,20,11,10,13,13,10
"4744",27,3.36729583,1,2,3,"ST",188,176,74,71,73,71,70,65,54,53,51,50,56,76,73,69,67,68,55,55,55,72,70,73,75,68,63,75,82,72,80,64,72,33,76,68,69,72,32,19,23,10,7,13,10,12
"4745",31,4.65396035,3,5,5,"LM",178,150,78,82,82,83,82,77,63,61,58,50,80,70,61,79,75,87,86,79,77,86,77,74,92,77,77,85,37,74,62,83,61,31,74,79,72,82,53,22,20,5,10,13,6,6
"4746",28,0.693147181,1,3,3,"CAM",170,168,65,68,68,69,69,65,53,51,49,41,60,57,51,65,59,68,57,45,62,72,68,69,72,70,72,62,41,72,62,57,46,34,70,72,54,57,22,18,20,16,9,13,8,13
"4747",35,3.465735903,2,3,1,"GK",188,194,60,61,61,61,62,60,60,59,59,58,13,20,12,22,11,11,11,14,32,32,42,41,58,64,57,38,73,18,69,18,28,22,11,40,37,61,12,20,20,73,73,71,76,73
"4748",27,2.079441542,1,4,3,"RDM",185,165,62,60,63,64,62,68,64,70,64,69,44,55,62,68,39,65,53,39,67,67,47,41,58,67,67,67,68,81,78,63,81,64,55,65,63,64,62,70,66,7,8,13,10,14
"4749",24,2.890371758,1,3,3,"CDM",180,157,67,72,71,73,73,72,67,65,64,57,67,64,47,74,58,74,74,60,69,76,74,68,83,68,76,66,36,75,55,64,42,58,65,75,52,70,52,57,50,9,15,12,9,7
"4750",28,3.401197382,1,3,3,"LB",173,146,67,73,71,72,74,72,76,72,74,69,75,58,52,75,56,73,65,51,65,73,82,86,78,74,82,67,80,82,55,57,72,70,63,69,50,74,67,72,67,7,8,13,16,15
"4751",28,2.079441542,1,2,3,"RS",170,150,65,71,69,69,70,62,54,48,50,38,65,66,47,65,51,68,68,70,60,69,87,90,87,64,76,62,53,66,41,64,36,25,60,66,59,60,27,20,24,11,14,14,14,12
"4752",26,3.295836866,1,3,3,"RM",170,143,69,75,73,74,75,69,59,55,55,45,75,67,49,73,66,77,73,70,72,76,78,77,79,69,84,70,59,66,43,64,44,38,68,70,65,66,30,31,29,9,7,11,10,9
"4753",29,3.044522438,2,3,2,"CB",183,172,56,53,54,53,54,57,64,68,66,74,40,40,71,59,45,50,40,31,63,61,65,55,59,68,60,60,78,53,76,36,77,72,41,38,39,70,76,75,73,7,6,10,15,10
"4754",31,5.501258211,4,4,3,"CAM",180,165,81,79,81,81,79,84,82,86,83,86,76,75,82,83,78,76,76,68,79,82,60,55,74,84,75,86,85,83,79,85,93,84,80,80,81,81,82,87,86,4,2,4,2,4
"4755",34,2.564949357,1,3,4,"ST",185,181,72,70,71,70,69,66,55,54,52,50,57,71,66,64,75,74,67,68,58,75,66,62,67,73,57,73,64,65,79,70,60,37,65,66,70,71,18,33,36,8,8,10,12,12
"4756",25,3.555348061,1,4,2,"LCB",183,163,56,53,53,53,56,60,69,72,72,76,35,29,72,67,28,47,37,34,70,57,75,86,52,73,69,67,78,82,79,49,74,74,29,31,32,69,78,76,71,9,7,9,12,12
"4757",27,2.397895273,2,2,1,"GK",193,205,60,61,61,61,62,60,60,59,59,58,12,10,11,26,13,10,18,13,21,16,39,37,32,70,17,22,57,34,72,14,24,23,14,12,20,64,12,11,11,67,69,61,67,73
"4758",27,2.944438979,1,2,2,"RCB",185,161,54,56,55,57,59,61,66,69,68,73,53,36,71,64,20,59,33,20,60,63,59,62,61,66,68,38,83,65,80,35,68,69,38,56,42,70,74,72,70,13,14,14,9,15
"4759",23,2.708050201,1,3,2,"CB",188,174,61,56,58,58,57,60,62,67,64,71,30,60,71,64,48,58,39,49,62,59,52,59,55,67,56,58,70,63,79,38,70,69,47,46,36,63,70,71,69,7,10,7,13,13
"4760",26,4.17438727,2,3,2,"CB",185,192,55,49,50,50,50,54,64,67,68,79,44,24,88,54,44,40,40,43,50,52,60,59,53,69,60,68,91,61,90,58,92,64,35,44,46,60,77,81,80,11,10,12,9,10
"4761",23,4.976733742,2,3,2,"CB",191,185,57,56,57,58,58,63,72,76,75,82,40,33,80,65,35,64,45,25,59,65,56,67,59,78,53,58,81,67,79,39,72,86,28,50,36,70,87,86,82,5,10,5,5,5
"4762",33,3.663561646,2,3,4,"LM",180,168,70,74,74,76,74,74,66,65,63,57,69,68,52,76,66,76,69,64,69,78,67,71,82,68,67,69,64,77,68,73,59,58,69,78,70,71,29,54,50,11,11,8,6,13
"4763",28,3.091042453,2,3,2,"CB",188,185,59,54,55,55,56,60,65,68,67,73,56,48,74,58,32,48,48,39,62,51,52,54,60,67,51,74,77,67,83,60,78,72,45,53,51,75,68,73,75,12,8,7,8,15
"4764",28,4.553876892,3,4,3,"LB",180,159,69,73,73,76,76,81,81,83,80,80,81,46,72,83,62,73,84,62,83,80,62,53,72,84,75,68,72,83,74,62,72,83,66,76,56,81,78,81,77,12,9,10,14,10
"4765",30,2.397895273,1,3,3,"ST",180,165,70,68,69,66,65,60,51,47,49,46,58,66,72,52,60,72,68,56,50,71,61,66,65,72,61,68,72,54,71,67,41,31,77,54,57,61,17,31,31,9,7,9,13,10
"4766",31,3.496507561,1,3,2,"RDM",178,152,56,59,60,63,62,70,70,76,70,73,53,35,50,74,27,48,47,56,72,68,55,52,57,75,68,54,60,74,72,58,84,80,57,67,47,72,70,77,71,14,12,9,11,9
"4767",29,2.772588722,1,3,2,"RCB",185,181,60,58,58,59,60,64,67,70,68,72,65,52,68,68,55,51,66,69,68,63,59,57,53,67,61,78,69,60,76,65,74,73,30,59,61,70,71,71,70,8,8,7,16,10
"4768",23,2.48490665,1,3,3,"LCM",185,172,67,70,70,71,69,69,61,61,59,55,65,65,54,71,59,71,70,63,66,73,61,63,74,71,63,73,68,58,57,74,47,48,59,74,59,70,57,45,43,14,7,12,15,6
"4769",23,3.135494216,1,4,3,"RM",173,154,70,76,74,74,75,69,64,59,60,51,73,71,34,66,66,73,78,72,62,77,84,81,85,79,83,65,91,83,64,69,42,38,71,66,59,61,40,44,38,14,12,12,14,6
"4770",30,3.663561646,1,3,3,"CDM",178,150,67,69,69,72,70,75,71,75,70,71,68,61,62,80,54,65,76,78,76,78,63,42,66,74,72,76,61,70,65,73,80,72,53,75,72,69,62,75,68,9,14,8,13,7
"4771",23,3.496507561,1,5,4,"LW",175,170,70,76,73,72,75,67,70,63,67,59,83,66,36,69,70,78,77,66,59,76,88,90,90,69,83,79,77,71,56,74,61,48,70,52,46,71,63,58,53,13,13,6,12,8
"4772",35,3.465735903,2,4,3,"CM",170,150,70,74,73,74,74,74,71,71,69,67,79,66,50,73,53,72,77,83,74,74,67,62,71,76,78,80,55,61,66,65,67,71,75,78,76,69,63,68,61,10,8,15,16,11
"4773",21,3.465735903,1,3,3,"CM",180,174,67,69,70,72,70,74,69,74,69,70,59,64,57,77,47,66,65,65,78,73,65,58,64,74,59,63,70,65,67,68,70,75,65,72,51,64,65,75,59,6,8,9,10,13
"4774",28,2.48490665,1,3,3,"CM",180,168,64,67,67,69,69,70,69,70,68,66,67,50,50,74,47,65,70,68,70,71,67,67,73,66,56,75,58,77,72,69,68,69,61,69,58,63,64,60,60,11,14,6,16,16
"4775",24,4.744932128,2,4,3,"LM",178,170,80,81,82,81,80,78,71,70,69,65,70,79,56,79,78,79,74,63,67,81,83,77,75,85,79,86,75,84,76,81,70,55,81,79,65,75,58,55,51,11,13,14,15,13
"4776",29,2.63905733,1,3,2,"RDM",175,157,53,56,55,58,59,64,68,71,68,71,58,31,46,71,39,49,49,56,62,56,64,54,63,57,68,69,82,92,78,59,83,70,46,64,54,62,72,76,67,16,15,10,12,16
"4777",31,3.496507561,2,4,3,"ST",170,143,76,77,77,76,76,71,65,61,63,58,65,73,68,70,72,81,63,61,69,74,92,91,91,70,75,74,76,75,71,71,58,40,73,68,67,64,40,51,48,13,9,12,14,7
"4778",32,3.044522438,1,3,3,"CM",175,165,64,66,66,69,68,72,70,73,69,70,65,54,58,73,61,64,64,60,69,74,56,55,72,70,66,72,72,83,68,73,71,71,50,76,64,74,77,68,59,10,11,13,7,12
"4779",29,3.761200116,2,3,3,"CDM",178,161,67,68,68,69,71,73,76,77,75,75,64,50,62,74,56,71,52,45,71,73,71,68,64,76,70,75,73,91,80,62,80,80,56,64,32,76,70,74,71,15,8,15,11,12
"4780",35,2.564949357,2,4,3,"CAM",188,168,68,69,70,71,69,72,64,66,61,61,72,67,60,72,60,69,72,70,73,73,47,42,62,72,63,69,60,68,67,69,58,57,73,73,70,70,56,55,50,12,16,10,15,8
"4781",22,3.784189634,2,3,2,"LB",183,181,63,62,60,60,63,62,72,71,73,76,67,51,74,68,43,60,45,30,60,66,71,68,67,69,66,65,82,69,75,39,83,75,49,39,44,66,74,76,77,15,13,10,10,12
"4782",36,2.890371758,1,2,1,"GK",188,179,60,61,61,61,62,60,60,59,59,58,13,12,11,16,10,11,15,16,23,13,25,21,20,62,16,20,26,14,69,12,18,10,10,50,67,36,21,13,12,70,71,82,74,71
"4783",34,3.63758616,2,4,3,"LS",178,176,75,73,75,73,72,69,60,60,58,57,62,72,74,68,72,72,66,56,64,76,69,70,77,75,60,73,80,71,78,69,78,42,80,69,73,80,35,35,46,14,15,9,7,10
"4784",29,2.48490665,1,3,2,"CB",188,165,56,57,58,60,59,63,66,70,67,72,46,28,67,70,38,64,59,33,59,67,57,64,64,62,50,60,61,61,77,39,73,74,42,59,49,62,70,71,70,14,10,14,15,15
"4785",27,4.442651256,2,3,4,"CAM",183,170,74,78,78,80,78,75,61,61,58,52,74,74,57,81,71,80,79,77,77,81,70,69,78,76,73,77,66,62,53,76,69,32,75,80,73,77,30,45,39,14,15,7,7,8
"4786",32,2.48490665,1,4,2,"CB",185,179,54,56,55,57,58,60,65,67,66,70,64,25,68,65,40,56,57,58,61,67,54,53,53,60,63,58,70,50,72,47,74,64,44,54,36,60,73,70,71,10,13,8,13,10
"4787",20,1.791759469,1,3,2,"LCB",188,154,48,46,46,48,50,54,62,65,65,70,36,32,67,65,30,34,33,28,59,51,64,66,49,58,45,44,68,67,77,25,56,69,28,37,41,58,75,71,69,8,12,11,9,6
"4788",21,3.63758616,1,3,3,"ST",183,181,75,69,72,69,68,62,52,50,51,48,45,74,78,60,75,67,57,45,52,73,70,79,67,72,65,78,66,66,79,63,55,25,77,60,68,73,20,24,38,6,10,9,12,11
"4789",34,3.044522438,2,3,4,"RW",170,152,70,75,74,76,75,70,54,51,50,37,69,68,50,75,72,74,81,78,73,77,75,71,87,77,91,74,32,72,34,70,48,14,70,75,68,73,17,27,22,13,9,12,10,9
"4790",37,3.17805383,1,2,2,"CB",178,172,53,52,52,56,55,62,64,71,66,74,44,34,73,70,50,45,58,64,69,60,65,43,64,60,53,67,83,67,81,40,82,71,26,62,58,70,69,74,72,12,15,12,16,13
"4791",39,3.091042453,2,3,2,"CB",191,172,47,41,44,44,44,52,58,66,61,74,28,22,73,56,19,52,40,31,64,55,30,33,30,70,34,69,74,32,79,31,69,83,16,25,30,75,73,76,70,6,12,14,13,10
"4792",28,2.772588722,1,3,3,"LB",175,154,71,72,72,72,72,72,73,72,73,71,64,70,53,68,70,71,68,72,65,71,80,77,75,71,77,72,72,84,71,71,73,72,68,70,71,67,72,70,68,10,11,7,16,9
"4793",25,4.007333185,2,3,2,"LCB",183,183,66,62,64,64,64,69,70,75,72,78,53,48,77,63,49,55,58,63,81,62,63,73,62,68,62,83,85,72,83,71,82,76,61,65,64,65,77,78,77,14,14,9,13,10
"4794",30,4.17438727,2,4,3,"RCM",178,174,75,74,75,75,76,78,77,79,76,76,79,71,70,81,74,67,75,79,77,72,67,60,64,78,67,79,68,92,75,74,79,76,79,77,81,76,76,74,70,9,16,10,7,7
"4795",27,2.833213344,1,2,3,"RS",170,152,68,74,72,72,74,65,54,48,49,37,65,67,43,70,64,70,72,72,59,72,91,92,95,68,92,61,83,92,62,70,49,16,66,67,56,65,13,14,14,8,13,11,5,13
"4796",27,2.079441542,1,3,3,"RB",175,165,59,62,61,62,64,64,69,68,69,69,68,35,60,69,36,65,53,42,66,66,68,68,69,64,62,56,64,68,73,50,65,63,57,50,50,60,70,72,71,11,6,6,8,9
"4797",26,2.944438979,1,3,2,"LDM",183,172,60,61,61,63,63,67,69,72,69,72,55,46,61,69,49,61,59,45,71,67,60,63,62,71,55,68,69,74,77,58,76,74,43,61,54,69,70,72,65,15,15,18,8,7
"4798",20,2.48490665,1,3,3,"CM",178,165,68,70,69,70,71,71,70,70,70,69,70,62,69,76,69,72,65,61,70,74,70,70,63,60,69,66,59,68,64,65,64,61,63,66,59,68,64,73,71,8,9,9,8,9
"4799",25,3.17805383,1,3,3,"ST",191,165,74,69,72,70,68,65,53,53,50,48,49,74,72,73,68,67,52,48,56,75,67,67,58,68,37,76,74,68,79,65,46,36,73,59,65,70,31,21,19,16,13,8,15,11
"4800",27,2.079441542,1,3,3,"RB",170,154,65,65,65,64,67,66,69,69,69,70,64,50,65,62,49,69,52,45,69,67,70,74,65,66,86,79,81,77,74,49,76,68,58,60,59,67,67,66,68,9,7,16,10,9
"4801",34,5.220355825,3,4,5,"RM",175,148,76,85,83,84,85,77,61,57,54,44,92,67,41,79,80,89,94,73,75,88,84,82,91,78,84,79,63,65,55,80,74,24,78,84,74,80,29,17,13,12,14,10,5,15
"4802",32,3.36729583,2,3,3,"RB",180,148,69,71,69,69,72,70,75,72,74,72,75,59,67,69,64,68,67,51,68,71,86,78,71,69,64,70,82,90,68,68,75,70,60,63,57,73,69,71,68,7,10,14,12,8
"4803",27,3.36729583,1,3,3,"RB",168,141,65,72,70,71,73,71,75,71,74,68,75,41,57,71,47,73,56,43,66,77,85,84,87,67,90,77,83,77,37,69,77,70,68,63,48,64,68,71,73,13,12,16,7,16
"4804",22,2.397895273,1,3,3,"LS",183,161,70,67,69,66,66,60,48,45,45,39,48,72,68,66,71,65,50,51,45,72,65,73,56,64,59,69,71,71,66,65,35,19,70,56,55,59,18,14,15,6,8,8,10,12
"4805",22,2.564949357,1,4,3,"ST",183,154,72,69,70,65,67,56,49,41,46,38,50,78,69,56,46,76,58,58,33,71,82,79,78,73,64,72,69,77,69,54,28,16,62,45,82,51,11,18,12,11,8,10,7,6
"4806",21,4.65396035,1,3,3,"CAM",180,172,76,82,81,81,81,76,63,60,58,49,81,78,44,80,64,84,69,71,73,85,72,75,70,81,70,73,58,71,59,79,40,29,80,79,52,69,50,32,30,10,6,10,13,11
"4807",30,3.663561646,2,2,4,"CAM",188,185,73,75,75,76,75,74,66,66,63,61,78,68,64,76,73,79,78,76,76,79,62,59,73,75,56,75,74,65,73,75,63,53,72,72,63,73,35,58,54,5,11,11,14,10
"4808",32,2.48490665,2,3,2,"LCB",183,176,67,67,68,68,69,71,71,72,70,71,73,55,66,71,55,66,74,72,72,71,61,63,51,62,60,75,64,70,73,71,70,69,66,70,68,70,70,72,70,4,5,6,5,4
"4809",32,2.079441542,1,2,1,"GK",193,187,60,61,61,61,62,60,60,59,59,58,15,12,15,29,15,13,11,11,39,23,56,54,51,60,41,23,74,29,61,14,36,26,13,44,18,47,17,14,15,70,69,63,70,68
"4810",34,2.772588722,2,3,1,"GK",188,192,60,61,61,61,62,60,60,59,59,58,12,10,12,33,11,13,11,13,32,24,59,48,56,68,60,23,68,31,65,11,25,20,15,59,22,52,18,12,11,74,68,72,72,73
"4811",21,5.220355825,3,5,4,"RW",178,148,79,86,85,85,85,77,66,61,62,49,78,78,43,78,76,90,78,64,70,83,93,92,90,82,85,83,59,73,46,70,54,36,79,84,75,75,42,30,33,6,6,14,10,13
"4812",21,5.220355825,2,3,4,"ST",175,161,83,84,85,83,83,75,63,61,59,54,66,84,74,76,72,86,76,54,66,85,87,85,92,86,91,78,77,84,68,73,73,32,88,77,78,82,53,23,19,13,8,6,6,15
"4813",22,4.007333185,2,2,4,"ST",175,152,78,78,79,78,76,70,57,53,53,47,65,78,75,77,75,81,70,67,58,80,78,80,78,71,78,76,63,69,63,77,48,22,77,71,66,76,38,24,22,9,12,6,13,16
"4814",33,2.708050201,1,3,2,"LDM",178,154,58,59,60,63,62,69,67,73,67,72,52,43,66,72,37,56,56,45,67,66,45,51,65,68,70,54,69,83,70,44,88,72,59,70,47,68,66,73,65,10,16,15,15,12
"4815",24,3.465735903,1,3,3,"RM",178,157,75,76,76,75,74,67,56,54,54,49,61,75,62,67,66,74,64,59,63,77,87,86,83,70,76,77,68,67,67,73,61,21,72,72,59,67,37,31,30,11,15,6,7,15
"4816",33,2.397895273,1,4,3,"RM",175,143,68,70,70,71,71,70,61,60,59,52,68,63,59,72,72,69,72,69,69,68,68,64,73,68,71,74,52,86,58,75,48,43,69,72,48,60,43,41,39,10,9,9,11,8
"4817",25,4.553876892,2,2,3,"LB",170,143,70,74,72,72,76,73,80,77,80,77,75,57,73,75,38,74,61,40,67,74,85,86,79,75,79,66,90,91,63,44,78,77,67,68,46,73,78,78,78,13,9,10,15,16
"4818",28,2.397895273,1,3,2,"CB",183,163,48,46,46,48,48,52,61,64,64,70,36,22,70,59,30,32,36,40,45,53,65,60,63,63,58,58,86,67,81,40,64,67,25,46,29,60,67,70,70,5,15,12,10,11
"4819",20,4.744932128,1,4,4,"LM",178,174,78,83,82,81,82,73,61,56,57,48,77,75,57,75,75,86,77,73,66,82,94,90,86,80,84,79,86,76,59,77,58,21,80,77,71,75,45,27,18,12,13,6,15,14
"4820",34,2.397895273,1,3,2,"LB",178,170,62,62,61,60,64,63,70,67,71,69,73,48,70,62,43,48,44,63,60,75,62,76,63,65,72,62,62,79,65,59,75,57,55,48,70,62,68,68,77,10,10,12,11,11
"4821",23,4.007333185,1,3,3,"RS",193,181,77,70,74,70,68,63,55,56,53,56,40,80,78,61,76,68,65,29,44,74,71,77,65,77,60,79,70,74,77,63,82,29,81,58,72,63,58,39,17,12,11,7,11,14
"4822",20,2.397895273,1,3,3,"CM",178,163,68,70,70,70,71,70,67,68,65,65,68,55,61,70,61,77,66,64,68,75,72,67,68,68,64,76,70,70,67,68,78,68,60,67,59,64,68,54,43,6,11,8,14,10
"4823",27,2.564949357,1,3,3,"CM",178,148,53,64,62,68,66,72,68,71,66,63,58,31,35,73,31,66,67,55,74,79,65,37,90,75,83,44,63,72,57,49,36,72,53,73,56,78,66,72,53,15,9,6,9,13
"4824",23,2.890371758,1,3,3,"RM",168,143,68,72,71,71,73,69,68,66,67,62,66,66,46,66,61,74,70,47,63,70,84,83,81,65,79,71,74,84,53,64,74,51,68,70,66,65,60,66,57,16,10,9,13,14
"4825",21,2.63905733,1,3,4,"RB",173,159,64,71,69,68,71,66,72,67,71,66,66,44,43,64,41,76,63,41,49,73,90,86,79,70,84,72,79,75,54,56,61,70,69,58,47,65,69,66,66,9,5,13,9,10
"4826",22,3.135494216,1,3,3,"RM",183,168,72,74,74,74,74,70,63,61,60,55,67,69,49,70,66,74,80,78,67,74,81,82,76,67,73,82,49,77,70,77,72,44,70,71,61,65,46,43,41,15,16,15,13,11
"4827",27,5.043425117,2,4,3,"LCM",178,148,71,81,79,82,81,82,77,76,74,65,72,63,34,84,68,86,78,75,79,84,84,71,91,84,80,69,67,88,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16
"4828",28,2.48490665,1,4,3,"RW",185,185,70,72,71,71,71,67,62,60,60,55,72,66,53,68,50,71,71,71,65,70,75,74,72,67,69,82,51,66,64,74,66,48,70,68,64,68,48,39,49,13,9,13,13,16
"4829",27,3.663561646,1,4,2,"LCB",183,181,61,61,61,61,62,64,71,71,72,75,52,39,76,67,44,59,60,35,50,66,67,72,63,76,59,63,68,76,74,43,75,74,52,54,49,67,76,76,68,9,15,16,12,10
"4830",26,2.833213344,1,2,3,"LB",180,159,59,66,62,63,67,64,73,69,72,67,69,51,44,72,40,66,55,59,66,63,87,84,80,72,71,52,63,70,57,56,64,70,45,40,59,52,66,73,72,11,9,13,10,14
"4831",24,5.872117789,3,3,2,"CB",183,165,73,72,72,72,73,76,83,84,84,87,69,51,79,81,70,69,72,62,73,77,71,73,68,82,66,83,89,78,84,74,81,87,58,58,61,82,90,89,86,15,10,14,12,15
"4832",26,3.091042453,1,3,2,"RCB",191,185,48,42,45,47,46,55,60,68,62,73,25,20,75,66,26,37,28,31,54,53,40,34,31,70,32,56,45,62,90,25,74,74,27,44,41,63,72,74,68,16,15,11,7,15
"4833",38,2.397895273,2,2,2,"RCB",185,194,56,48,50,48,48,52,57,62,59,70,64,47,76,57,37,37,53,65,53,46,32,36,30,61,32,78,53,31,87,52,90,69,49,43,69,65,64,66,70,6,16,14,7,6
"4834",23,2.833213344,1,4,3,"LM",180,157,72,74,73,72,73,65,54,51,49,43,71,74,53,73,70,75,71,69,65,71,79,78,74,63,61,75,65,67,68,71,56,11,71,64,48,68,37,24,19,8,9,14,8,16
"4835",29,2.63905733,1,4,3,"ST",185,176,71,69,70,68,68,63,53,53,50,50,58,69,72,60,67,72,62,61,56,71,67,64,71,68,76,75,82,78,78,69,66,24,69,65,64,70,41,28,21,15,12,12,6,7
"4836",22,3.218875825,1,4,3,"RM",183,154,70,73,71,72,73,72,74,72,74,70,76,53,68,72,70,74,76,59,68,76,75,79,76,68,71,76,55,77,65,76,67,65,65,68,58,66,65,74,73,7,5,8,9,5
"4837",25,2.833213344,1,3,3,"RDM",173,159,68,71,71,72,73,73,73,75,72,72,58,58,60,70,44,76,41,50,68,74,75,73,72,75,78,69,65,87,69,49,91,73,69,70,53,58,68,74,65,14,14,13,15,11
